entryId,entityType,contentfulUrl,slug,Test Form?,formEntityNames,BW Campaign ID,Campaign Member Status,Campaign Name,CXM Campaign ID,Form Name,Form Type,Global Campaign ID,Journey Stage,Lead Source,Lead Source Other,MONET Campaign ID,Product Interest,Solution,US Campaign ID
cp--bcc-suite,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--bcc-suite,bcc-suite,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
79EIXdMwKSvUEeKmMev2bb,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/79EIXdMwKSvUEeKmMev2bb,da-DK=2026-fedex-rates; en-US=postage-rates/fedex; hi-IN=2026-fedex-rates; no-NO=2026-fedex-rates; sv-SE=2026-fedex-rates,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,Postage Rates,Mailing and Shipping,
PrEbKehez03nx5cp3erNq,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/PrEbKehez03nx5cp3erNq,da-DK=2026-ups-rates; en-CA=postage-rates/ups; en-US=postage-rates/ups; fr-CA=tarifs-postaux/ups; hi-IN=2026-ups-rates; no-NO=2026-ups-rates; sv-SE=2026-ups-rates,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,Postage Rates,Mailing and Shipping,
5IypL9six6xRR4BnsIklKx,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/5IypL9six6xRR4BnsIklKx,da-DK=2026-usps-rates; en-US=postage-rates/usps; hi-IN=2026-usps-rates; no-NO=2026-usps-rates; sv-SE=2026-usps-rates,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,Postage Rates,Mailing and Shipping,
cp--as-150-inkjet-envelope-printer,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--as-150-inkjet-envelope-printer,da-DK=as-150; en-CA=digital-printers/as-150; en-US=digital-printers/as-150; fr-CA=imprimantes-numeriques/as-150; hi-IN=as-150; no-NO=as-150; sv-SE=as-150,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,AS-150,Mailing and Shipping,
cp--as-450-monochrome-address-printer,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--as-450-monochrome-address-printer,da-DK=as-450; en-CA=digital-printers/as-450; en-US=digital-printers/as-450; fr-CA=imprimantes-numeriques/as-450; hi-IN=as-450; no-NO=as-450; sv-SE=as-450,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,AS-450,Mailing and Shipping,
cp--as-650-monochrome-address-printer,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--as-650-monochrome-address-printer,da-DK=as-650; en-CA=digital-printers/as-650; en-US=digital-printers/as-650; fr-CA=imprimantes-numeriques/as-650; hi-IN=as-650; no-NO=as-650; sv-SE=as-650,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,AS-650,Mailing and Shipping,
cp--as-850-monochrome-address-printer,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--as-850-monochrome-address-printer,da-DK=as-850; en-CA=digital-printers/as-850; en-US=digital-printers/as-850; fr-CA=imprimantes-numeriques/as-850; hi-IN=as-850; no-NO=as-850; sv-SE=as-850,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,AS-850,Mailing and Shipping,
cp--bcc-architect-contact-data-validation-software,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--bcc-architect-contact-data-validation-software,da-DK=bcc-architect-contact-data-validation-software; en-US=mailroom-software-bcc-architect; hi-IN=bcc-architect-contact-data-validation-software; no-NO=bcc-architect-contact-data-validation-software; sv-SE=bcc-architect-contact-data-validation-software,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--bcc-bulk-mailer-smb,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--bcc-bulk-mailer-smb,da-DK=bcc-bulk-mailer-smb-mailing-software; en-US=bcc-bulk-mailer; hi-IN=bcc-bulk-mailer-smb-mailing-software; no-NO=bcc-bulk-mailer-smb-mailing-software; sv-SE=bcc-bulk-mailer-smb-mailing-software,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--bcc-mail-manager-ci,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--bcc-mail-manager-ci,da-DK=bcc-mail-manager-ci-postal-software; en-US=bcc-mail-manager-ci; hi-IN=bcc-mail-manager-ci-postal-software; no-NO=bcc-mail-manager-ci-postal-software; sv-SE=bcc-mail-manager-ci-postal-software,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
Ayj19zoiyMbByOnKKUcni,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/Ayj19zoiyMbByOnKKUcni,da-DK=bulk-mailer-smb; en-US=/mailroom-software/bulkmailer; hi-IN=bulk-mailer-smb; no-NO=bulk-mailer-smb; sv-SE=bulk-mailer-smb,N,Form 473,,,,,,,,,,,,Bulk Mailer,Mailing and Shipping,
cp--contact-us-en-us,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--contact-us-en-us,da-DK=contact-us-landing; en-CA=contact-us; en-US=contact-us; fr-CA=contactez-nous; hi-IN=contact-us-landing; no-NO=contact-us-landing; sv-SE=contact-us-landing,N,A1 - General Contact Form,,,,,,,,,,,,,,
cp--ds-1200-g5iq-folder-inserter,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ds-1200-g5iq-folder-inserter,da-DK=ds-1200-g5iq-folder-inserter; en-CA=folder-inserters/ds-1200g5iq; en-US=folder-inserters/ds-1200g5iq; fr-CA=plieuses-insereuses/ds-1200G5iq; hi-IN=ds-1200-g5iq-folder-inserter; no-NO=ds-1200-g5iq-folder-inserter; sv-SE=ds-1200-g5iq-folder-inserter,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,DS-1200 G5iq Folder Inserter,Mailing and Shipping,
cp--ds-180i-folder-inserter,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ds-180i-folder-inserter,da-DK=ds-180i-folder-inserter; en-CA=folder-inserters/ds-180i; en-US=folder-inserters/ds-180i; fr-CA=plieuses-insereuses/ds-180i; hi-IN=ds-180i-folder-inserter; no-NO=ds-180i-folder-inserter; sv-SE=ds-180i-folder-inserter,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,DS-180i Folder Inserter,Mailing and Shipping,
cp--ds-77iq-folder-inserter,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ds-77iq-folder-inserter,da-DK=ds-77-iq-folder-inserter; en-CA=folder-inserters/ds-77iq; en-US=folder-inserters/ds-77iq; fr-CA=plieuses-insereuses/ds-77iq; hi-IN=ds-77-iq-folder-inserter; no-NO=ds-77-iq-folder-inserter; sv-SE=ds-77-iq-folder-inserter,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--ds-85i-folder-inserter,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ds-85i-folder-inserter,da-DK=ds-85i-folder-inserter; en-CA=folder-inserters/ds-85i; en-US=folder-inserters/ds-85i; fr-CA=plieuses-insereuses/ds-85i; hi-IN=ds-85i-folder-inserter; no-NO=ds-85i-folder-inserter; sv-SE=ds-85i-folder-inserter,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--ds-95i-folder-inserter,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ds-95i-folder-inserter,da-DK=ds-95i-folder-inserter; en-CA=folder-inserters/ds-95i; en-US=folder-inserters/ds-95i; fr-CA=plieuses-insereuses/ds-95i; hi-IN=ds-95i-folder-inserter; no-NO=ds-95i-folder-inserter; sv-SE=ds-95i-folder-inserter,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--folder-inserters-envelope-stuffing-machines,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--folder-inserters-envelope-stuffing-machines,da-DK=envelope-stuffing-machines-and-folder-inserters; en-CA=folder-inserters; en-US=folder-inserters; fr-CA=plieuses-insereuses; hi-IN=envelope-stuffing-machines-and-folder-inserters; no-NO=envelope-stuffing-machines-and-folder-inserters; sv-SE=envelope-stuffing-machines-and-folder-inserters,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
7n53fToztSajup5FiJ9dLG,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7n53fToztSajup5FiJ9dLG,da-DK=financial-services-resource; en-CA=resources/financial-services; en-US=resources/financial-services; hi-IN=financial-services-resource; no-NO=financial-services-resource; sv-SE=financial-services-resource,N,Form 473,,,,,,,,,,,,,,
zWiXByim2oV7jkAFLaG5w,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/zWiXByim2oV7jkAFLaG5w,da-DK=form-samples; en-US=form-samples; hi-IN=form-samples; no-NO=form-samples; sv-SE=form-samples,Y,C1 - Digital - Hand Raiser Form|C1 - MRS - Hand Raiser Form|Form 473,,,,,,,,,,,,,,
6pzMb0wOCQ6C7J3Aru8Fwu,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6pzMb0wOCQ6C7J3Aru8Fwu,da-DK=gated-content-example; en-US=gated-content-example; hi-IN=gated-content-example; no-NO=gated-content-example; sv-SE=gated-content-example,Y,C1 - Digital - Hand Raiser Form,,,,,,,,,,,,,,
28ayCUNXL16OGKQuxoBKVw,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/28ayCUNXL16OGKQuxoBKVw,da-DK=general-contact-form-example; en-US=general-contact-form-example; hi-IN=general-contact-form-example; no-NO=general-contact-form-example; sv-SE=general-contact-form-example,Y,A1 - General Contact Form,701OL00000876txYAA,CU-Booking,,7013k000001WKLMAA4,New Form Name Ana,Event Registration,7014X0000036YVhQAM,After-Sales,AP,HEALTHCARE-LG,test MONET,,,7014X000002s0hHQAQ
73mTdCKaKgYRUVT5zKNpeR,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/73mTdCKaKgYRUVT5zKNpeR,da-DK=ia-series-high-volume-postage-meter; en-CA=postage-meters/ia-series; en-US=postage-meters/ia-series; fr-CA=systemes-postaux/ia-series; hi-IN=ia-series-high-volume-postage-meter; no-NO=ia-series-high-volume-postage-meter; sv-SE=ia-series-high-volume-postage-meter,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--im-16c-mail-opener,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--im-16c-mail-opener,da-DK=im-16; en-CA=mail-openers/im-16; en-US=mail-openers/im-16; fr-CA=ouvre-lettres/im-16; hi-IN=im-16; no-NO=im-16; sv-SE=im-16,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--ix-3-postage-meter,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ix-3-postage-meter,da-DK=ix-3-postage-meter; en-CA=postage-meters/ix-3; en-US=postage-meters/ix-3; fr-CA=systemes-postaux/ix-3; hi-IN=ix-3-postage-meter; no-NO=ix-3-postage-meter; sv-SE=ix-3-postage-meter,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--ix-5-mailing-system,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ix-5-mailing-system,da-DK=ix-5-postage-meter; en-CA=postage-meters/ix-5; en-US=postage-meters/ix-5; fr-CA=systemes-postaux/ix-5; hi-IN=ix-5-postage-meter; no-NO=ix-5-postage-meter; sv-SE=ix-5-postage-meter,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--mach-6-digital-printer,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--mach-6-digital-printer,da-DK=mach-6; en-CA=digital-printers/mach-6; en-US=digital-printers/mach-6; fr-CA=imprimantes-numeriques/mach-6; hi-IN=mach-6; no-NO=mach-6; sv-SE=mach-6,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--mach-7-color-inkjet-envelope-printer,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--mach-7-color-inkjet-envelope-printer,da-DK=mach-7; en-CA=digital-printers/mach-7; en-US=digital-printers/mach-7; fr-CA=imprimantes-numeriques/mach-7; hi-IN=mach-7; no-NO=mach-7; sv-SE=mach-7,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--solutions-modernize-mail-shipping-operations,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--solutions-modernize-mail-shipping-operations,da-DK=mailing-solutions-and-shipping-automation; en-CA=modernize-mail-and-shipping; en-US=modernize-mail-and-shipping; fr-CA=moderniser-courrier-expedition; hi-IN=mailing-solutions-and-shipping-automation; no-NO=mailing-solutions-and-shipping-automation; sv-SE=mailing-solutions-and-shipping-automation,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--mailroom-furniture,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--mailroom-furniture,da-DK=mailroom-furniture; en-CA=mailroom-furniture; en-US=mailroom-furniture; fr-CA=mailroom-furniture; hi-IN=mailroom-furniture; no-NO=mailroom-furniture; sv-SE=mailroom-furniture,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,Hand Raiser,,,WEB,,,,Mailing and Shipping,
cp--postage-meters-mailing-systems,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--postage-meters-mailing-systems,da-DK=postage-meters-and-mailing-systems-or-quadient; en-CA=postage-meters; en-US=postage-meters; fr-CA=systemes-postaux; hi-IN=postage-meters-and-mailing-systems-or-quadient; no-NO=postage-meters-and-mailing-systems-or-quadient; sv-SE=postage-meters-and-mailing-systems-or-quadient,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--postage-rates-2026,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--postage-rates-2026,da-DK=postage-rates; en-US=postage-rates; hi-IN=postage-rates; no-NO=postage-rates; sv-SE=postage-rates,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
6oGjk1w8t1zLRa9KgACqt3,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6oGjk1w8t1zLRa9KgACqt3,da-DK=print-service-providers; en-CA=print-service-providers; en-US=print-service-providers; fr-CA=fournisseurs-services-impression; hi-IN=print-service-providers; no-NO=print-service-providers; sv-SE=print-service-providers,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--quadient-support-en-us,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--quadient-support-en-us,da-DK=quadient-support; en-CA=support; en-US=support; fr-CA=support-client; hi-IN=quadient-support; no-NO=quadient-support; sv-SE=quadient-support,N,A2 - Support Form,,,,,,,,,,,,,,
cp--ta-12-tabber,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ta-12-tabber,da-DK=ta-12-tabber; en-US=paper-feeding/ta-12-tabber; hi-IN=ta-12-tabber; no-NO=ta-12-tabber; sv-SE=ta-12-tabber,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--ta-25-multi-side-tabber,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ta-25-multi-side-tabber,da-DK=ta-25-multi-side-tabber; en-US=paper-feeding/ta-25-tabber; hi-IN=ta-25-multi-side-tabber; no-NO=ta-25-multi-side-tabber; sv-SE=ta-25-multi-side-tabber,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
376P7ufjDxxVBshokuoxx7,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/376P7ufjDxxVBshokuoxx7,da-DK=unsubscribe; en-CA=preferences/unsubscribe; en-US=preferences/unsubscribe; fr-CA=preferences/gestion-des-preferences; hi-IN=unsubscribe; no-NO=unsubscribe; sv-SE=unsubscribe,N,Unsubscribe - Form 1207,,,,,,,,,,,,,,
cp--ds-700-iq-folder-inserter,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ds-700-iq-folder-inserter,en-CA=/folder-inserters/ds-700iq; en-US=/folder-inserters/ds-700iq; fr-CA=/plieuses‑insereuses/ds-700iq,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--product-accounts-payable-automation,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--product-accounts-payable-automation,en-CA=ap-automation; en-US=ap-automation; fr-CA=automatisation-comptes-fournisseurs,N,C1 - Digital - Hand Raiser Form,7015a0000019hC3AAI,,,,,,,,Beanworks.com,,,,Accounts Payable,
cp--accounts-receivable-automation,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--accounts-receivable-automation,en-CA=ar-automation; en-US=ar-automation; fr-CA=automatisation-comptes-clients,N,C1 - Digital - Hand Raiser Form,7015a0000019ghgAAA,DR-AR-Global-FY24,,,,,,,YayPay.com,,,,Accounts Receivable,
cp--solutions-automate-finance-operations,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--solutions-automate-finance-operations,en-CA=automate-finance-operations; en-US=automate-finance-operations; fr-CA=automatiser-operations-financieres,N,C1 - Digital - Hand Raiser Form,,,,,,,,,,,,,Quadient Suite,
cp--cash-management-working-capital-visibility,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--cash-management-working-capital-visibility,en-CA=cash-dashboard; en-US=cash-dashboard; fr-CA=tableau-bord-tresorerie,N,C1 - Digital - Hand Raiser Form,,,,,,,,,,,,,Quadient Suite,
2jKk8hB5D6Os3ctyoSAaAh,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/2jKk8hB5D6Os3ctyoSAaAh,en-CA=component-test-page-translation; en-US=component-test-page-translation,Y,Form 473,,,,,,,,,,,,,,
cp--connectsuite-e-certify-certified-mail-software,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--connectsuite-e-certify-certified-mail-software,en-CA=connectsuite-e-certify; en-US=connectsuite-e-certify; fr-CA=connectsuite-e-certify,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--ccm-product-overview,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ccm-product-overview,en-CA=customer-communications; en-US=customer-communications; fr-CA=communications-clients,N,C1 - Digital - Hand Raiser Form,,CU-CXM-Inspire Evolve webpage,,7013k000001SezO,,,,,,,,,Customer Communications,
cp--customer-portals,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--customer-portals,en-CA=customers; en-US=customers; fr-CA=clients,N,A1 - General Contact Form,,,,,,,,,,,,,,
cp--digital-printers-addressing,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--digital-printers-addressing,en-CA=digital-printers; en-US=digital-printers; fr-CA=imprimantes-numeriques,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--mach-5-digital-printer,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--mach-5-digital-printer,en-CA=digital-printers/mach-5; en-US=digital-printers/mach-5; fr-CA=imprimantes-numeriques/mach-5,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--mach-9ds-dynamic-envelope-printer,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--mach-9ds-dynamic-envelope-printer,en-CA=digital-printers/mach-9; en-US=digital-printers/mach-9; fr-CA=imprimantes-numeriques/mach-9,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--docsecure,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--docsecure,en-CA=docsecure; en-US=docsecure; fr-CA=docsecure,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--industries-education,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--industries-education,en-CA=education; en-US=education; fr-CA=education,N,A3 - Request a Demo All Solutions,,,,,,,,,,,,,,
cp--customer-communication-solutions,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--customer-communication-solutions,en-CA=elevate-customer-communications; en-US=elevate-customer-communications; fr-CA=ameliorer-communications-clients,N,C1 - Digital - Hand Raiser Form,,CU-CXM-Inspire Evolve webpage,,7013k000001SezO,,,,,,,,,Customer Communications,
cp--industries-finance,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--industries-finance,en-CA=finance; en-US=finance; fr-CA=finance,N,A3 - Request a Demo All Solutions,,,,,,,,,,,,,,
cp--aims-360-production-mail-software,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--aims-360-production-mail-software,en-CA=folder-inserters/aims; en-US=folder-inserters/aims; fr-CA=plieuses-insereuses/aims,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--ds-40i-folder-inserter-small-business,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ds-40i-folder-inserter-small-business,en-CA=folder-inserters/ds-40i; en-US=folder-inserters/ds-40i; fr-CA=plieuses-insereuses/ds-40i,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--ds-64i-folder-inserter,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--ds-64i-folder-inserter,en-CA=folder-inserters/ds-64i; en-US=folder-inserters/ds-64i; fr-CA=plieuses-insereuses/ds-64i,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
3jfdzy6xiMA1V9sxB9TgLU,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/3jfdzy6xiMA1V9sxB9TgLU,en-CA=folder-inserters/ds-67iq; en-US=folder-inserters/ds-67iq; fr-CA=plieuses-insereuses/ds-67iq,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--healthcare-automation-solutions,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--healthcare-automation-solutions,en-CA=healthcare; en-US=healthcare; fr-CA=secteur-sante,N,A3 - Request a Demo All Solutions,,,,,,,,,,,,,,
cp--impress-automate,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--impress-automate,en-CA=impress-automate; en-US=impress-automate; fr-CA=impress-automate,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--impress-distribute-document-delivery-solution,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--impress-distribute-document-delivery-solution,en-CA=impress-distribute; en-US=impress-distribute; fr-CA=impress-distribute,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--quadient-markets,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--quadient-markets,en-CA=industries; en-US=industries; fr-CA=industries,N,A3 - Request a Demo All Solutions,,,,,,,,,,,,,,
cp--insurance-automation-solutions,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--insurance-automation-solutions,en-CA=insurance; en-US=insurance; fr-CA=assurance,N,A3 - Request a Demo All Solutions,,,,,,,,,,,,,,
cp--product-parent-invoice-delivery,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--product-parent-invoice-delivery,en-CA=invoice-delivery; en-US=invoice-delivery; fr-CA=distribution-factures,N,C1 - Digital - Hand Raiser Form,7015a0000019ghgAAA,DR-AR-Global-FY24,,,,,,,YayPay.com,,,Invoice Delivery,Accounts Receivable,
cp--mail-automation-software,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--mail-automation-software,en-CA=mail-automation-software; en-US=mail-automation-software; fr-CA=logiciels-automatisation-courrier,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--mail-openers-preparation-equipment,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--mail-openers-preparation-equipment,en-CA=mail-openers; en-US=mail-openers; fr-CA=ouvre-lettres,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--im-210-automatic-mail-opener,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--im-210-automatic-mail-opener,en-CA=mail-openers/im-210; en-US=mail-openers/im-210; fr-CA=ouvre-lettres/im-210,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--im-306-high-volume-envelope-opener,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--im-306-high-volume-envelope-opener,en-CA=mail-openers/im-306; en-US=mail-openers/im-306; fr-CA=ouvre-lettres/im-306,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
cp--im-410-automatic-letter-opener,contentPage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/cp--im-410-automatic-letter-opener,en-CA=mail-openers/im-410; en-US=mail-openers/im-410; fr-CA=ouvre-lettres/im-410,N,C1 - MRS - Hand Raiser Form,,,,,WS - Neopost Quick Quote Form Handler,,,,WEB,,,,Mailing and Shipping,
